"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"1",0,0,0,0,0,0.471123742675781,0.943400756835937,0.85949892578125,0.741122332763672,0.749605615234375,1.26893483886719,0.773729711914062,0.954119836425781,1.02022728881836,1.20339526977539,0.775842340087891,0.924094683837891,0.821425079345703,0.811587170410156,0.706435015869141,0.958904791259766,1.0861143737793,1.08209830932617,0.960447509765625,1.00915028686523,0.795738940429688,0.853515222167969,1.02123970336914,0.856444976806641,0.740824755859375,1.00838552246094,0.797087072753906,1.08187606811523,0.969651550292969,0.770210040283203,1.03878012084961,0.826624407958984,0.980826116943359,0.940275695800781,0.995175201416016,0.996766540527344,1.00036479492188,0.985358746337891,0.972791558837891
"2",0,0,0,0,0,0.839166229248047,1.88680035400391,1.56265737304687,0.519395501708984,0.918368273925781,0.955980053710938,0.827415344238281,0.744959716796875,1.64332231445313,0.749732177734375,1.24163187866211,0.625719390869141,1.07010686645508,1.03422042236328,0.752668176269531,0.856831359863281,1.15328690795898,0.544256048583984,0.727789477539063,1.09932651367188,0.882781781005859,1.1461559387207,0.967595733642578,0.967136248779297,1.002677734375,1.06082795410156,0.993225286865234,1.14547645263672,1.09901878662109,0.861656262207031,1.06836489868164,0.964223181152344,1.04712896118164,0.889674096679688,0.978205291748047,1.01502440185547,0.969984918212891,0.975060461425781,0.972791558837891
"3",0,0,0,0,0,1.20177858886719,0.56423046875,0.658569012451172,0.913798352050781,0.605321026611328,1.05217503051758,0.870231060791016,0.851259704589844,0.808690850830078,0.674483868408203,1.55111090087891,1.02743992919922,0.855353350830078,1.19765227661133,1.18570680541992,0.8182443359375,1.30584598388672,1.18729594116211,0.844276019287109,1.21608970336914,0.84228603515625,0.941452740478516,1.05544138183594,1.01214420166016,1.06737368164062,1.16619813842773,1.08970512695313,0.938073474121094,1.03086356201172,0.962421533203125,0.759616680908203,0.975467608642578,1.06105249023437,0.868429876708984,0.976048626708984,0.966146252441406,1.00031736450195,0.986929541015625,0.972791558837891
"4",0,0,0,0,0,1.57710200195312,0.390718139648437,1.38697040405273,1.64796287841797,0.679007019042969,1.23837995605469,0.721468249511719,1.1037423828125,1.14357762451172,1.30852888183594,0.845124981689453,0.905677172851562,1.40263203735352,0.731715399169922,1.12449439086914,0.760520465087891,1.05103861694336,0.936973907470703,0.840470428466797,1.06033580322266,0.655279742431641,1.15720954589844,1.04071989135742,0.950388458251953,0.727872924804687,0.779697576904297,0.808520776367188,0.995432794189453,0.950036590576172,0.874775628662109,1.0408927734375,0.979675396728516,0.951198864746094,1.01781528320313,1.02206166381836,0.984863812255859,0.964722253417969,0.98046240234375,0.972791558837891
"5",0,0,0,0,0,1.61212312011719,0.775379876708984,0.865800506591797,1.05526219482422,1.23647880249023,0.668676428222656,1.03908463134766,1.07228982543945,1.06021840820312,1.51948239746094,0.9841271484375,0.761553802490234,1.22415953369141,0.733609014892578,1.09098826904297,1.20945881958008,0.867793200683594,0.874876904296875,0.812216137695313,0.861810687255859,1.11419445800781,1.19691424560547,0.883464239501953,0.90531513671875,0.934325152587891,0.805100830078125,0.982717358398438,1.06476307983398,0.999987261962891,0.973012518310547,1.04583052978516,1.01730610961914,0.754152618408203,0.962392620849609,0.995512634277344,0.97851943359375,0.998175939941406,0.969208435058594,0.972791558837891
"6",0,0,0,0,0,0.788344848632813,0.892078881835938,1.34760504150391,0.609161785888672,0.521242102050781,1.23218220214844,0.737569873046875,0.988925427246094,1.07230928955078,0.839619073486328,1.11615308837891,1.04020440063477,0.970774273681641,0.755784918212891,0.745975207519531,0.798475201416016,0.822497198486328,0.82664931640625,1.06088499755859,0.856185900878906,0.887027014160156,1.09296349487305,1.14616405639648,1.02401328735352,1.04154139404297,1.09580698242188,1.13926594848633,0.773562731933594,1.06784749145508,0.955602612304687,0.941707208251953,1.05694157714844,1.02702965087891,0.853512646484375,1.00011561279297,0.984473559570312,0.829107708740234,0.972719512939453,0.972791558837891
"7",0,0,0,0,0,0.805029016113281,0.552737084960938,0.373154650878906,0.636283337402344,1.04005712890625,1.00021943969727,1.16800334472656,0.772520208740234,1.36659198608398,1.13098811035156,0.891695330810547,0.783404290771484,1.32191706542969,0.892807348632813,0.635668878173828,1.0517323059082,0.886484887695313,1.1118260925293,1.23739137573242,0.844842388916016,0.795269940185547,1.13997131347656,0.872789691162109,0.865643170166016,0.781300415039062,0.969925152587891,0.893247277832031,0.809292523193359,0.984233996582031,1.03678802490234,1.05543202514648,1.05009254150391,0.875792846679687,0.849706103515625,1.00077802734375,0.9875359375,0.993188330078125,0.989233374023437,0.972791558837891
"8",0,0,0,0,0,1.53557083129883,0.937921954345703,1.46397852172852,0.812771783447266,1.5339020690918,1.32974138183594,1.39503706054687,1.57154668579102,0.966221533203125,0.783216680908203,1.59935491333008,0.842667694091797,0.754850024414062,1.19763740844727,0.960450463867187,0.750826025390625,1.03388401489258,0.893049932861328,1.04366188354492,1.08641518554688,1.11377817993164,1.09720145874023,1.05762311401367,1.15987066040039,0.992336395263672,1.01098890380859,0.986115228271484,1.09974230957031,1.05731763305664,1.02345479736328,0.824655017089844,0.955660021972656,0.944145037841797,0.838179119873047,0.989310388183594,1.0060337097168,1.00274061889648,0.976661181640625,0.972791558837891
"9",0,0,0,0,0,1.00917122192383,0.507742462158203,1.32936779785156,0.897613433837891,0.834185168457031,0.687511370849609,1.16459007568359,1.02870137329102,1.07333060913086,0.688302844238281,1.13476943359375,1.0759757019043,0.935256011962891,1.04706079101563,0.837579754638672,0.719289239501953,0.993782568359375,1.21340694580078,1.055830859375,0.798463684082031,1.10489652099609,0.868645471191406,1.06091477661133,1.10521260986328,0.758841040039062,1.01301483764648,1.05457155761719,1.01427547607422,0.807738812255859,1.00788380126953,0.976671209716797,1.01015684814453,0.889971264648437,0.8058966796875,0.944977978515625,1.02307298583984,0.956492816162109,0.937312609863281,0.972791558837891
"10",0,0,0,0,0,0.776608813476563,0.623514331054687,1.13672443237305,1.79039760131836,0.971868273925781,1.27812087402344,0.876466461181641,1.42968021240234,0.657430902099609,1.22057137451172,0.917815051269531,0.957614324951172,0.898411968994141,1.29053294067383,0.866323254394531,0.834362634277344,1.14020052490234,1.19142505493164,1.16464265136719,0.796099584960937,0.826776123046875,0.768115753173828,0.850475823974609,0.772196990966797,1.05619736328125,0.996925329589844,0.979051153564453,0.982166448974609,1.10644348754883,0.972303436279297,0.817311407470703,0.835820989990234,1.02703882446289,0.964676354980469,1.02426992797852,0.996540014648438,1.00132956542969,0.963109118652344,0.972791558837891
