ch,siteID,spp,mass,age,sex,region,imp
001000,dc_38,GRCA,36,AHY,F,dc,24.898963187668702
001000,dc_38,GRCA,35.8,AHY,M,dc,24.898963187668702
001000,dc_38,GRCA,34.7,AHY,F,dc,24.898963187668702
001000,dc_38,GRCA,34.1,AHY,F,dc,24.898963187668702
001000,dc_38,GRCA,37.7,AHY,F,dc,24.898963187668702
001000,dc_17,NOCA,99999,AHY,M,dc,14.19130253346049
001000,dc_1,GRCA,36.4,SY,F,dc,12.05521642271349
001101,dc_70,GRCA,37.2,AHY,M,dc,16.41750141150856
001100,dc_27,NOCA,45.5,AHY,F,dc,0.21444993141507726
001000,dc_27,NOCA,44,AHY,M,dc,0.21444993141507726
001001,dc_34,NOCA,45.2,AHY,M,dc,2.0355017189269504
001000,dc_36,GRCA,34.2,AHY,F,dc,28.637323252341805
011111,dc_75,NOCA,40.6,AHY,M,dc,15.14826655451711
010000,dc_75,GRCA,36,AHY,M,dc,15.14826655451711
010000,dc_67,GRCA,32.3,AHY,M,dc,11.354127394227039
010000,dc_67,NOCA,38.3,AHY,M,dc,11.354127394227039
010000,dc_29,NOCA,36.5,AHY,M,dc,10.703115126152511
010100,dc_29,NOCA,36.2,AHY,F,dc,10.703115126152511
010000,dc_29,NOCA,42.5,AHY,M,dc,10.703115126152511
010000,dc_41,NOCA,39.9,AHY,F,dc,9.89276169646652
011000,dc_41,GRCA,35.8,AHY,M,dc,9.89276169646652
010000,dc_42,NOCA,42.4,AHY,F,dc,16.28904200839967
010000,dc_42,NOCA,38,AHY,M,dc,16.28904200839967
010100,dc_21,GRCA,36.7,AHY,M,dc,29.53930696964135
010000,dc_21,NOCA,41.2,AHY,F,dc,29.53930696964135
010000,dc_37,NOCA,42.4,AHY,M,dc,17.56612451390919
010000,dc_37,NOCA,36.8,AHY,M,dc,17.56612451390919
011000,dc_6,NOCA,44.6,AHY,M,dc,23.673583607447497
011000,dc_6,GRCA,34.4,AHY,M,dc,23.673583607447497
011100,dc_6,NOCA,39.5,AHY,F,dc,23.673583607447497
010000,dc_6,GRCA,35.3,AHY,M,dc,23.673583607447497
010000,dc_6,GRCA,34.6,AHY,M,dc,23.673583607447497
010000,dc_37,GRCA,32,AHY,M,dc,17.56612451390919
010101,dc_37,NOCA,39.8,AHY,F,dc,17.56612451390919
010000,dc_37,NOCA,99999,AHY,F,dc,17.56612451390919
010000,dc_65,NOCA,44.8,AHY,F,dc,3.862943220612453
010000,dc_19,NOCA,41.1,AHY,F,dc,30.68958086742275
011000,dc_19,GRCA,32.9,AHY,M,dc,30.68958086742275
010000,dc_25,GRCA,37.1,AHY,F,dc,19.266683794731215
001100,dc_3,NOCA,46.6,AHY,M,dc,16.311037537557116
001000,dc_3,NOCA,39.5,AHY,M,dc,16.311037537557116
001010,dc_3,NOCA,43.5,SY,M,dc,16.311037537557116
001000,dc_3,NOCA,45,SY,M,dc,16.311037537557116
001000,dc_3,NOCA,40.8,SY,M,dc,16.311037537557116
001000,dc_72,NOCA,41.3,AHY,M,dc,22.796729710500248
001010,dc_72,NOCA,40.3,AHY,M,dc,22.796729710500248
001000,dc_30,GRCA,37.2,AHY,M,dc,29.831061700379717
001100,dc_30,NOCA,43.9,SY,F,dc,29.831061700379717
001000,dc_19,GRCA,37.1,AHY,F,dc,30.68958086742275
001000,dc_35,NOCA,40.7,AHY,F,dc,0.12519340331059642
001001,dc_35,NOCA,43.5,AHY,M,dc,0.12519340331059642
000100,gainesville_9,NOCA,40.1,AHY,M,gainesville,9.388789752799259
000100,gainesville_14,NOCA,99999,AHY,F,gainesville,26.04901186757946
001000,springfield_23,GRCA,34.52,SY,M,springfield,17.237152271856925
001000,springfield_23,GRCA,35.06,AHY,M,springfield,17.237152271856925
001000,springfield_23,NOCA,49.34,AHY,F,springfield,17.237152271856925
001000,springfield_4,GRCA,34.52,ASY,M,springfield,26.651611136549455
001000,springfield_11,GRCA,37.44,SY,M,springfield,1.7791473674778417
001111,springfield_8,GRCA,36.15,SY,M,springfield,3.5115616366750673
001000,springfield_8,GRCA,39.04,SY,M,springfield,3.5115616366750673
001110,springfield_8,GRCA,35.19,ASY,F,springfield,3.5115616366750673
001000,springfield_17,GRCA,36.81,SY,M,springfield,20.31617648598635
001000,springfield_9,NOCA,43.19,AHY,F,springfield,11.596208628066424
001000,springfield_16,GRCA,41.79,SY,F,springfield,12.45540834063224
001000,springfield_16,NOCA,47.69,AHY,F,springfield,12.45540834063224
001000,springfield_14,GRCA,99999,SY,M,springfield,4.618744965312717
001100,springfield_14,GRCA,39.97,SY,M,springfield,4.618744965312717
001000,dc_5,NOCA,39.6,AHY,F,dc,13.562992643500497
001010,dc_5,NOCA,42.4,AHY,M,dc,13.562992643500497
000100,gainesville_5,NOCA,43.8,AHY,F,gainesville,3.5086539012291587
000100,gainesville_14,NOCA,39.8,AHY,F,gainesville,26.04901186757946
000100,gainesville_14,NOCA,40.9,AHY,F,gainesville,26.04901186757946
000110,gainesville_13,NOCA,33.9,AHY,M,gainesville,0.5668963875155796
000110,gainesville_13,NOCA,42.9,AHY,M,gainesville,0.5668963875155796
000100,gainesville_13,NOCA,44.2,AHY,F,gainesville,0.5668963875155796
000100,gainesville_6,NOCA,38.4,AHY,F,gainesville,0.516683469926487
000100,gainesville_12,NOCA,36.7,AHY,M,gainesville,0.5331411761100309
000100,gainesville_12,NOCA,40.3,AHY,F,gainesville,0.5331411761100309
000100,gainesville_12,NOCA,36.2,AHY,F,gainesville,0.5331411761100309
000110,gainesville_18,NOCA,36.6,AHY,F,gainesville,0.2699185830844576
000100,gainesville_18,NOCA,38.8,AHY,F,gainesville,0.2699185830844576
000111,gainesville_18,NOCA,41.7,AHY,F,gainesville,0.2699185830844576
001111,gainesville_18,NOCA,40.1,AHY,F,gainesville,0.2699185830844576
001000,gainesville_14,NOCA,39,AHY,F,gainesville,26.04901186757946
001000,gainesville_14,NOCA,37.4,AHY,F,gainesville,26.04901186757946
001000,gainesville_14,NOCA,36.7,AHY,F,gainesville,26.04901186757946
001000,gainesville_14,NOCA,39.3,AHY,M,gainesville,26.04901186757946
001010,gainesville_14,NOCA,39.3,AHY,M,gainesville,26.04901186757946
000100,NA,NA,NA,NA,NA,NA,NA
001000,gainesville_14,NOCA,40.4,AHY,F,gainesville,26.04901186757946
001000,gainesville_14,NOCA,34.5,AHY,M,gainesville,26.04901186757946
001000,gainesville_14,NOCA,36.9,AHY,F,gainesville,26.04901186757946
001000,gainesville_14,NOCA,44.1,AHY,M,gainesville,26.04901186757946
001000,gainesville_14,NOCA,37.1,AHY,F,gainesville,26.04901186757946
001000,gainesville_14,NOCA,37.1,AHY,F,gainesville,26.04901186757946
001000,gainesville_17,NOCA,38,AHY,F,gainesville,25.425288630790856
001000,gainesville_17,NOCA,40.7,AHY,M,gainesville,25.425288630790856
001000,gainesville_15,NOCA,38.6,AHY,M,gainesville,11.11075430914925
000111,NA,NA,NA,NA,NA,NA,NA
001010,gainesville_15,NOCA,38.8,AHY,F,gainesville,11.11075430914925
001000,gainesville_16,NOCA,42.6,AHY,M,gainesville,5.430918660450353
001000,gainesville_12,NOCA,43.4,AHY,M,gainesville,0.5331411761100309
000110,gainesville_18,NOCA,41.5,AHY,F,gainesville,0.2699185830844576
000111,gainesville_18,NOCA,39.5,AHY,M,gainesville,0.2699185830844576
000110,gainesville_18,NOCA,43,AHY,F,gainesville,0.2699185830844576
000110,gainesville_18,NOCA,38,AHY,M,gainesville,0.2699185830844576
000100,gainesville_18,NOCA,32,AHY,M,gainesville,0.2699185830844576
000111,gainesville_18,NOCA,38.5,AHY,M,gainesville,0.2699185830844576
000101,gainesville_18,NOCA,40.5,AHY,M,gainesville,0.2699185830844576
000110,gainesville_18,NOCA,37,AHY,F,gainesville,0.2699185830844576
000110,gainesville_18,NOCA,39,AHY,M,gainesville,0.2699185830844576
000110,gainesville_18,NOCA,39,AHY,M,gainesville,0.2699185830844576
000100,gainesville_18,NOCA,41.5,AHY,M,gainesville,0.2699185830844576
000100,gainesville_15,NOCA,68,AHY,F,gainesville,11.11075430914925
000100,gainesville_17,NOCA,40.7,AHY,M,gainesville,25.425288630790856
000100,gainesville_17,NOCA,34.8,AHY,F,gainesville,25.425288630790856
000100,gainesville_17,NOCA,36.5,AHY,F,gainesville,25.425288630790856
000100,gainesville_17,NOCA,30,AHY,F,gainesville,25.425288630790856
000100,gainesville_9,NOCA,43,AHY,F,gainesville,9.388789752799259
000100,dc_51,GRCA,29.4,AHY,M,dc,44.9636297852244
000100,dc_35,NOCA,50.1,AHY,M,dc,0.12519340331059642
000110,dc_21,GRCA,36.1,AHY,M,dc,29.53930696964135
000100,dc_37,NOCA,43,AHY,M,dc,17.56612451390919
000100,dc_37,NOCA,41.4,SY,M,dc,17.56612451390919
000111,dc_31,NOCA,44.7,AHY,M,dc,22.083489906729575
000110,dc_31,NOCA,41.7,SY,F,dc,22.083489906729575
000100,dc_77,NOCA,41,AHY,M,dc,11.692978442586444
000100,springfield_6,GRCA,35.25,SY,M,springfield,5.520910554198763
000100,springfield_14,GRCA,42.16,AHY,M,springfield,4.618744965312717
000100,springfield_21,NOCA,47.44,AHY,M,springfield,32.41040209422641
000100,springfield_21,GRCA,38.28,AHY,M,springfield,32.41040209422641
000110,springfield_7,NOCA,48.75,AHY,M,springfield,1.508553522658506
000100,springfield_7,GRCA,38.22,AHY,F,springfield,1.508553522658506
001000,springfield_6,NOCA,45.67,AHY,M,springfield,5.520910554198763
001000,springfield_6,GRCA,40.78,ASY,F,springfield,5.520910554198763
001000,springfield_6,GRCA,37.62,ASY,M,springfield,5.520910554198763
001000,springfield_6,GRCA,36.61,ASY,M,springfield,5.520910554198763
001111,springfield_19,GRCA,36.25,ASY,M,springfield,3.22373625711839
001101,springfield_19,GRCA,45.01,ASY,F,springfield,3.22373625711839
001000,springfield_21,NOCA,33.56,AHY,F,springfield,32.41040209422641
001000,springfield_21,GRCA,36.76,ASY,M,springfield,32.41040209422641
001000,springfield_21,GRCA,99999,AHY,M,springfield,32.41040209422641
001000,springfield_12,GRCA,35.03,ASY,F,springfield,3.376241554526579
001000,springfield_12,GRCA,37.96,ASY,M,springfield,3.376241554526579
001000,springfield_12,GRCA,33.19,ASY,M,springfield,3.376241554526579
001000,springfield_12,GRCA,29.9,ASY,M,springfield,3.376241554526579
001000,springfield_1,GRCA,36.55,ASY,M,springfield,20.482756955956077
001000,springfield_1,NOCA,42.92,AHY,F,springfield,20.482756955956077
001000,springfield_1,GRCA,37.37,ASY,F,springfield,20.482756955956077
001000,springfield_2,GRCA,37.4,ASY,M,springfield,1.6942343257013301
001111,springfield_2,NOCA,45.18,AHY,M,springfield,1.6942343257013301
001100,springfield_2,GRCA,35.14,ASY,M,springfield,1.6942343257013301
001000,springfield_26,GRCA,26.32,ASY,M,springfield,23.698847345719408
001000,springfield_26,GRCA,38.84,ASY,F,springfield,23.698847345719408
001000,springfield_24,GRCA,36.94,ASY,M,springfield,1.8485340584782854
001010,springfield_13,GRCA,37.08,ASY,M,springfield,12.29755125375105
001000,springfield_13,NOCA,40.03,AHY,F,springfield,12.29755125375105
001000,springfield_13,NOCA,43.34,AHY,M,springfield,12.29755125375105
001000,springfield_10,GRCA,36.09,ASY,M,springfield,14.500665574795955
001000,springfield_18,GRCA,35.42,SY,M,springfield,2.997078901167924
001010,springfield_22,GRCA,34.4,SY,F,springfield,11.079416317550178
001000,springfield_22,GRCA,35.9,ASY,M,springfield,11.079416317550178
000100,springfield_23,NOCA,47.19,AHY,M,springfield,17.237152271856925
000110,springfield_25,NOCA,43.9,AHY,M,springfield,23.693863540184143
000110,springfield_19,NOCA,48.27,AHY,F,springfield,3.22373625711839
000110,springfield_16,GRCA,39.42,ASY,M,springfield,12.45540834063224
000110,springfield_10,GRCA,41.86,ASY,F,springfield,14.500665574795955
000100,springfield_2,GRCA,37.64,AHY,M,springfield,1.6942343257013301
000100,springfield_2,GRCA,46.33,SY,F,springfield,1.6942343257013301
000110,springfield_2,GRCA,37.3,AHY,M,springfield,1.6942343257013301
000100,springfield_13,GRCA,35.69,AHY,M,springfield,12.29755125375105
000100,springfield_13,GRCA,34.83,AHY,M,springfield,12.29755125375105
000110,springfield_13,NOCA,44.81,AHY,M,springfield,12.29755125375105
000100,springfield_5,GRCA,39.12,AHY,F,springfield,32.15828967832283
000100,springfield_5,GRCA,37.88,SY,F,springfield,32.15828967832283
000100,springfield_5,GRCA,39.07,AHY,M,springfield,32.15828967832283
000100,springfield_5,GRCA,36.19,AHY,M,springfield,32.15828967832283
000101,springfield_5,NOCA,42.13,AHY,M,springfield,32.15828967832283
000101,springfield_8,GRCA,35.7,AHY,M,springfield,3.5115616366750673
000110,springfield_8,NOCA,41.06,AHY,M,springfield,3.5115616366750673
000111,springfield_8,GRCA,34.36,AHY,F,springfield,3.5115616366750673
000100,springfield_20,GRCA,35.85,AHY,M,springfield,38.091048982987466
000100,springfield_26,GRCA,36.85,SY,F,springfield,23.698847345719408
000100,springfield_26,NOCA,43.23,AHY,M,springfield,23.698847345719408
000101,springfield_11,GRCA,39.31,SY,F,springfield,1.7791473674778417
000100,springfield_22,GRCA,35.74,SY,M,springfield,11.079416317550178
000100,springfield_22,GRCA,37.17,AHY,M,springfield,11.079416317550178
000100,springfield_22,GRCA,46.75,AHY,F,springfield,11.079416317550178
000100,springfield_12,GRCA,39.6,AHY,M,springfield,3.376241554526579
000100,springfield_12,GRCA,35.33,AHY,M,springfield,3.376241554526579
000100,springfield_12,NOCA,44.91,AHY,M,springfield,3.376241554526579
000100,springfield_12,GRCA,38.81,AHY,F,springfield,3.376241554526579
000100,springfield_12,NOCA,52.93,AHY,F,springfield,3.376241554526579
000100,springfield_24,NOCA,45.05,AHY,F,springfield,1.8485340584782854
000110,dc_77,GRCA,37.5,ASY,M,dc,11.692978442586444
000110,dc_77,NOCA,47,AHY,M,dc,11.692978442586444
000100,dc_46,GRCA,36.1,ASY,M,dc,41.49568828802371
000100,dc_46,GRCA,36.4,ASY,M,dc,41.49568828802371
000100,dc_4,NOCA,44.1,ASY,M,dc,14.930376455106416
000100,dc_4,NOCA,46.3,ASY,F,dc,14.930376455106416
000101,dc_4,NOCA,45,ASY,M,dc,14.930376455106416
000100,dc_38,GRCA,41.4,ASY,F,dc,24.898963187668702
000100,dc_52,NOCA,45.2,ASY,F,dc,0.7953645150928994
000101,dc_70,NOCA,40.4,AHY,M,dc,16.41750141150856
000100,dc_70,GRCA,33.8,AHY,M,dc,16.41750141150856
000100,dc_70,GRCA,35.9,AHY,M,dc,16.41750141150856
000100,dc_70,GRCA,42.4,SY,F,dc,16.41750141150856
000100,dc_70,NOCA,44.9,AHY,F,dc,16.41750141150856
000100,dc_25,GRCA,39,AHY,F,dc,19.266683794731215
000100,dc_77,GRCA,36.8,SY,F,dc,11.692978442586444
000100,dc_20,GRCA,40.5,SY,F,dc,17.09425345697
000101,dc_20,NOCA,43.3,AHY,M,dc,17.09425345697
000100,dc_20,GRCA,33.7,ASY,M,dc,17.09425345697
000110,dc_43,NOCA,44.4,AHY,M,dc,21.056166005352395
000110,dc_43,NOCA,44.4,AHY,M,dc,21.056166005352395
000100,dc_48,GRCA,33.1,ASY,M,dc,18.221018591973273
000100,dc_48,GRCA,33.9,ASY,M,dc,18.221018591973273
000100,dc_60,GRCA,35.5,ASY,M,dc,43.465758041087255
000100,dc_42,NOCA,43.4,ASY,F,dc,16.28904200839967
000100,dc_42,GRCA,33.9,SY,M,dc,16.28904200839967
000110,dc_42,GRCA,37.7,AHY,M,dc,16.28904200839967
000100,dc_42,GRCA,32.6,SY,M,dc,16.28904200839967
000110,dc_42,NOCA,37.7,ASY,M,dc,16.28904200839967
000100,dc_64,GRCA,32.7,ASY,M,dc,28.867877672960052
000100,dc_64,GRCA,30.4,ASY,M,dc,28.867877672960052
000100,dc_14,NOCA,43.2,AHY,F,dc,24.85823122018373
000100,dc_14,NOCA,69.8,AHY,M,dc,24.85823122018373
000101,dc_53,NOCA,36.2,AHY,F,dc,38.7559175247704
000110,dc_6,GRCA,38.1,AHY,F,dc,23.673583607447497
000100,dc_6,GRCA,47.4,AHY,F,dc,23.673583607447497
000100,gainesville_1,NOCA,41.5,AHY,M,gainesville,8.63406517290897
000100,dc_49,GRCA,38.8,SY,M,dc,29.612814047718054
000100,dc_3,NOCA,43.3,AHY,F,dc,16.311037537557116
000100,dc_3,NOCA,41,AHY,F,dc,16.311037537557116
000100,dc_3,NOCA,41.6,SY,M,dc,16.311037537557116
000100,dc_3,NOCA,46.5,AHY,F,dc,16.311037537557116
000100,dc_3,NOCA,49.5,AHY,M,dc,16.311037537557116
000100,dc_3,NOCA,40.7,AHY,F,dc,16.311037537557116
000100,dc_3,NOCA,44.5,ASY,M,dc,16.311037537557116
000110,dc_22,GRCA,38.2,ASY,M,dc,20.2108946406615
000100,dc_22,GRCA,29.4,SY,M,dc,20.2108946406615
000100,dc_22,GRCA,32.5,SY,M,dc,20.2108946406615
000100,dc_22,GRCA,36.8,AHY,M,dc,20.2108946406615
000100,dc_22,GRCA,32.7,AHY,M,dc,20.2108946406615
000100,dc_22,GRCA,36.4,AHY,M,dc,20.2108946406615
000100,dc_27,NOCA,54.8,AHY,M,dc,0.21444993141507726
000100,dc_27,GRCA,36.6,AHY,M,dc,0.21444993141507726
000100,dc_76,GRCA,32.4,SY,M,dc,29.541603275658495
000110,dc_28,NOCA,44.3,AHY,M,dc,21.452174430924135
000110,dc_28,GRCA,33.3,AHY,M,dc,21.452174430924135
000100,dc_28,GRCA,34.3,AHY,F,dc,21.452174430924135
000100,dc_19,GRCA,35.9,ASY,M,dc,30.68958086742275
000100,dc_30,GRCA,33.1,ASY,F,dc,29.831061700379717
000100,dc_30,GRCA,36.3,SY,F,dc,29.831061700379717
000100,dc_30,GRCA,34.7,SY,M,dc,29.831061700379717
000110,dc_11,GRCA,40.1,SY,F,dc,16.674791769623933
000110,dc_11,GRCA,35.9,SY,M,dc,16.674791769623933
000110,dc_11,GRCA,37,ASY,F,dc,16.674791769623933
000100,dc_26,NOCA,41.9,AHY,F,dc,15.533239421859758
000100,dc_26,NOCA,40.6,AHY,F,dc,15.533239421859758
000100,dc_29,GRCA,34.3,SY,M,dc,10.703115126152511
000100,dc_29,NOCA,43.7,AHY,M,dc,10.703115126152511
000100,dc_29,GRCA,37.9,ASY,M,dc,10.703115126152511
000100,dc_29,GRCA,36.9,SY,M,dc,10.703115126152511
000101,dc_29,GRCA,34.9,SY,M,dc,10.703115126152511
000100,dc_29,GRCA,34.6,SY,F,dc,10.703115126152511
000100,dc_29,NOCA,99999,SY,F,dc,10.703115126152511
000100,dc_63,GRCA,30.6,SY,M,dc,29.509377449307483
000111,dc_47,GRCA,31.8,ASY,M,dc,18.647289544248498
000100,dc_47,GRCA,34.3,ASY,F,dc,18.647289544248498
000110,dc_47,GRCA,32.6,ASY,M,dc,18.647289544248498
000100,dc_67,NOCA,44.5,AHY,M,dc,11.354127394227039
000100,dc_78,NOCA,41.6,SY,F,dc,77.2737930844539
000100,dc_78,GRCA,35.3,SY,M,dc,77.2737930844539
000100,dc_40,GRCA,36.5,ASY,M,dc,13.701913068320744
000100,dc_69,GRCA,36,SY,F,dc,5.086523650446573
000100,dc_69,GRCA,37.2,ASY,M,dc,5.086523650446573
010000,dc_17,SOSP,20.8,AHY,M,dc,14.19130253346049
010000,dc_74,SOSP,22,AHY,M,dc,2.8056302530433594
010000,dc_69,SOSP,21,AHY,M,dc,5.086523650446573
010000,dc_66,SOSP,21.9,AHY,M,dc,37.79054366283646
010000,dc_66,SOSP,20.9,ASY,F,dc,37.79054366283646
010000,dc_7,SOSP,21.7,AHY,M,dc,7.3853653808695405
001100,dc_69,SOSP,21.9,ASY,M,dc,5.086523650446573
001000,dc_69,SOSP,20.7,AHY,M,dc,5.086523650446573
000100,dc_8,SOSP,20.2,AHY,F,dc,22.643719765475897
000100,dc_8,SOSP,22.6,AHY,M,dc,22.643719765475897
000100,dc_73,SOSP,21.1,ASY,M,dc,5.545429526874432
000101,dc_24,SOSP,20.4,AHY,F,dc,28.181845082550346
000110,dc_46,SOSP,21.4,AHY,M,dc,41.49568828802371
000100,dc_16,SOSP,18.9,AHY,M,dc,18.044063164447557
000100,dc_16,SOSP,19.4,AHY,F,dc,18.044063164447557
000100,dc_36,SOSP,17.6,AHY,F,dc,28.637323252341805
000100,dc_79,SOSP,17.8,ASY,F,dc,20.66164337410749
000101,dc_79,SOSP,23,ASY,M,dc,20.66164337410749
000100,dc_55,SOSP,21.9,AHY,F,dc,55.35148643643939
000100,dc_7,SOSP,20.5,AHY,M,dc,7.3853653808695405
000100,dc_75,SOSP,22.2,AHY,F,dc,15.14826655451711
001000,springfield_23,SOSP,20.13,AHY,M,springfield,17.237152271856925
001000,springfield_23,SOSP,23.84,AHY,F,springfield,17.237152271856925
001000,springfield_11,SOSP,21.3,AHY,M,springfield,1.7791473674778417
001000,springfield_17,SOSP,21.15,AHY,M,springfield,20.31617648598635
001010,springfield_9,SOSP,20,AHY,M,springfield,11.596208628066424
001000,springfield_9,SOSP,20.28,AHY,F,springfield,11.596208628066424
001100,springfield_9,SOSP,21.58,AHY,M,springfield,11.596208628066424
001000,springfield_9,SOSP,19.88,AHY,M,springfield,11.596208628066424
001000,springfield_9,SOSP,20.9,AHY,M,springfield,11.596208628066424
001000,springfield_9,SOSP,19.26,AHY,F,springfield,11.596208628066424
001000,springfield_7,SOSP,20.02,AHY,M,springfield,1.508553522658506
000100,dc_49,SOSP,21.3,ASY,M,dc,29.612814047718054
000111,dc_76,SOSP,21.3,SY,M,dc,29.541603275658495
000100,dc_19,SOSP,18.9,AHY,F,dc,30.68958086742275
000111,dc_19,SOSP,19.5,AHY,M,dc,30.68958086742275
000111,dc_29,SOSP,21.1,AHY,M,dc,10.703115126152511
000110,dc_29,SOSP,22.2,AHY,M,dc,10.703115126152511
000110,dc_47,SOSP,99999,AHY,M,dc,18.647289544248498
000110,dc_47,SOSP,18.3,AHY,M,dc,18.647289544248498
000100,dc_47,SOSP,19.2,SY,M,dc,18.647289544248498
000110,dc_47,SOSP,19.8,AHY,F,dc,18.647289544248498
000100,dc_17,SOSP,22.3,AHY,M,dc,14.19130253346049
000111,dc_40,SOSP,19.3,AHY,M,dc,13.701913068320744
000100,dc_60,SOSP,21.4,AHY,M,dc,43.465758041087255
000100,dc_42,SOSP,19.6,AHY,F,dc,16.28904200839967
000100,dc_42,SOSP,22.9,AHY,M,dc,16.28904200839967
100000,NA,NA,NA,NA,NA,NA,NA
100000,dc_61,NOCA,39.6,AHY,F,dc,39.82339424633161
100000,dc_38,GRCA,38.8,AHY,M,dc,24.898963187668702
100000,dc_69,GRCA,37.7,AHY,M,dc,5.086523650446573
100000,dc_69,GRCA,43.3,AHY,F,dc,5.086523650446573
100000,dc_6,GRCA,36.9,AHY,M,dc,23.673583607447497
100000,dc_6,GRCA,41.2,AHY,M,dc,23.673583607447497
100000,dc_6,GRCA,37.5,AHY,M,dc,23.673583607447497
100000,dc_77,GRCA,33.2,AHY,M,dc,11.692978442586444
110100,dc_77,NOCA,44.6,AHY,F,dc,11.692978442586444
110000,dc_77,GRCA,35,AHY,M,dc,11.692978442586444
100010,dc_80,NOCA,38.4,AHY,F,dc,19.14522084138222
100000,dc_80,GRCA,36,AHY,F,dc,19.14522084138222
100100,dc_20,GRCA,41.1,AHY,F,dc,17.09425345697
100000,dc_8,GRCA,36.2,AHY,M,dc,22.643719765475897
100000,dc_39,GRCA,34.5,AHY,M,dc,18.18446116268389
100000,dc_37,GRCA,36,AHY,M,dc,17.56612451390919
100000,dc_17,NOCA,40,AHY,M,dc,14.19130253346049
110100,dc_17,GRCA,34.8,AHY,M,dc,14.19130253346049
100000,dc_17,GRCA,39.3,U,F,dc,14.19130253346049
100000,dc_17,GRCA,38.3,AHY,M,dc,14.19130253346049
100000,dc_19,GRCA,34.8,AHY,M,dc,30.68958086742275
100000,dc_19,GRCA,36.6,AHY,F,dc,30.68958086742275
100000,dc_33,GRCA,36.7,AHY,F,dc,44.7036731204875
100000,dc_33,GRCA,35.1,AHY,M,dc,44.7036731204875
100000,dc_33,GRCA,36.3,AHY,F,dc,44.7036731204875
100000,dc_33,GRCA,31.7,AHY,M,dc,44.7036731204875
100000,dc_40,NOCA,39.5,AHY,M,dc,13.701913068320744
100000,dc_14,NOCA,39.4,AHY,F,dc,24.85823122018373
100000,dc_14,GRCA,36.5,AHY,M,dc,24.85823122018373
100000,dc_14,GRCA,34.1,AHY,F,dc,24.85823122018373
100000,dc_68,GRCA,34.1,AHY,M,dc,13.688583243263727
100000,dc_68,GRCA,39.1,AHY,F,dc,13.688583243263727
100000,dc_68,GRCA,37,AHY,M,dc,13.688583243263727
100000,dc_68,NOCA,47.2,AHY,F,dc,13.688583243263727
100000,gainesville_1,NOCA,39.1,AHY,M,gainesville,8.63406517290897
001000,gainesville_19,NOCA,99999,AHY,M,gainesville,11.406779520145138
